"x"
35.4247894791666
27.8339911590909
8.57676766666667
1.2785565
0.188282999999998
25.8431867
18.0946907777778
16.1689797
15.21383
5.36052
10.603
12.964179
11.4895986666667
5.343378
4.3811
33.4156557463768
22.166925
8.85305
32.3768266268657
0.335425000000001
31.7145528079708
19.014680225
17.8580913611111
6.34308
15.5498226176471
14.3929931785714
11.0056
8.05963
12.9164195769231
11.0575995416667
8.9424795
8.2350589
7.71934933333333
7.20221191666666
4.775382
4.19739
6.3650783
5.78565516666666
4.89281
5.078518
4.11624
25.7271717558139
24.33377
18.2518
17.5863912892857
13.6964285
5.12623
5.307657
4.6079505
3.70996
4.663665
3.38139
10.53477675
9.37276458465609
8.17134791666667
5.9927975
5.41423
4.38738
2.97711
1.43884000000001
8.65419934615385
8.06563378181819
6.8667869
5.198232375
1.2997
4.48881433333333
3.213115
1.73913
3.716249375
2.81768783333333
1.98312199999999
1.46912999999999
7.40821075
5.8148
3.06083
4.2656713
3.31111
3.49196619047619
2.92083049999999
2.08684
2.7191175
1.8196976
1.36827133333333
0.85942
1.1091305
0.786848999999997
